country_iso,scheme,eea_scope,section,product,fee_type,column,value_raw,percent,cap_currency,cap_amount,percent_plus,plus_currency,plus_amount,page,source
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,Airlines,"1.45%
1.45%
1.45%
1.45%
-
-",1.45,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,"Petrol 
Stations","0.68%
0.68%",0.68,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,Touristic,"0.83%
0.83%
0.85%
0.85%
-
-",0.83,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,"Grocery 
Stores","0.83%
0.83%
1.90%
1.90%
-
-",0.83,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,Household,"1.05%
1.05%
2.05%
2.05%
-
-",1.05,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,Drugstores,"0.90%
0.90%
2.05%
2.05%
-
-",0.9,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Corporate
Mastercard FleetCard
Mastercard Purchasing Card
Mastercard Professional Card
Mastercard World Preferred",,"Equipment, 
Furniture","1.19%
1.19%
2.05%
2.05%
-
-",1.19,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,Fee Tier,,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,General,,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,Airlines,,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,"Petrol 
Stations",1.00%,1.0,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,Touristic,,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,"Grocery 
Stores",,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,Household,,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,Drugstores,,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,"Equipment, 
Furniture",,,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),,,"Petrol 
Stations","1.00%
-
-",1.0,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,Fee Tier,"Contactless 
Secured
Electronic
Base
Purchase at ATM (1)
Purchase at ATM (late presentment) (1)",,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,General,"1.88%
1.88%
2.05%
2.05%
1.88%
2.05%",1.88,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,Airlines,"1.45%
1.45%
1.45%
1.45%
-
-",1.45,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,"Petrol 
Stations","0.68%
0.68%
1.00%
1.00%
-
-",0.68,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,Touristic,"0.83%
0.83%
0.85%
0.85%
-
-",0.83,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,"Grocery 
Stores","0.83%
0.83%
1.90%
1.90%
-
-",0.83,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,Household,"1.05%
1.05%
2.05%
2.05%
-
-",1.05,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,Drugstores,"0.90%
0.90%
2.05%
2.05%
-
-",0.9,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Business
Debit Mastercard for Business 
Debit Mastercard Corporate Prepaid
Mastercard Prepaid Commercial",,"Equipment, 
Furniture","1.19%
1.19%
2.05%
2.05%
-
-",1.19,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,Fee Tier,"Contactless 
Chip
MasterPass Wallet
Base
Purchase at ATM (1)
Purchase at ATM (late presentment) (1)",,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,General,"1.88%
1.88%
2.05%
2.05%
1.88%
2.05%",1.88,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,Airlines,"1.45%
1.45%
1.45%
1.45%
-
-",1.45,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,"Petrol 
Stations","0.68%
0.68%",0.68,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,Touristic,"0.83%
0.83%
0.85%
0.85%
-
-",0.83,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,"Grocery 
Stores","0.83%
0.83%
1.90%
1.90%
-
-",0.83,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,Household,"1.05%
1.05%
2.05%
2.05%
-
-",1.05,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,Drugstores,"0.90%
0.90%
2.05%
2.05%
-
-",0.9,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard for Business Premium,,"Equipment, 
Furniture","1.19%
1.19%
2.05%
2.05%
-
-",1.19,,,,,,2.0,table
DE,MASTERCARD,DOMESTIC,Consumer,Mastercard Consumer Credit Contactless,,col_1,0.30%,0.3,,,,,,,text
DE,MASTERCARD,DOMESTIC,Consumer,Mastercard Consumer Debit Contactless,,col_1,0.20%,0.2,,,,,,,text
DE,MASTERCARD,DOMESTIC,Consumer,Maestro Consumer Contactless,,col_1,0.20%,0.2,,,,,,,text
DE,MASTERCARD,DOMESTIC,Consumer,Debit Mastercard Consumer Contactless,,col_1,0.20%,0.2,,,,,,,text
DE,MASTERCARD,DOMESTIC,Commercial,Mastercard Corporate Contactless,,col_1,1.88% 1.45% 0.68% 0.83% 0.83% 1.05% 0.90% 1.19%,1.88,,,,,,,text
DE,MASTERCARD,DOMESTIC,Commercial,Mastercard Business Contactless,,col_1,1.88% 1.45% 0.68% 0.83% 0.83% 1.05% 0.90% 1.19%,1.88,,,,,,,text
DE,MASTERCARD,DOMESTIC,Commercial,Debit Mastercard for Business,,col_1,Secured 1.88% 1.45% 0.68% 0.83% 0.83% 1.05% 0.90% 1.19%,1.88,,,,,,,text
DE,MASTERCARD,DOMESTIC,Commercial,Debit Mastercard for Business Premium Contactless,,col_1,1.88% 1.45% 0.68% 0.83% 0.83% 1.05% 0.90% 1.19%,1.88,,,,,,,text
DE,VISA,DOMESTIC,Auto (table),Product,,,Fee Type,,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,General,,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,"Contactless
Secure1
Non-Secure",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,0.20%,0.2,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"V PAY Debit
V PAY Prepaid",,,Standard,,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"V PAY Debit
V PAY Prepaid",,,0.20%,0.2,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,"Contactless
Secure
Non-Secure",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,0.30%,0.3,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,Petrol2,,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,"Airlines3, 
Railways4",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,"Supermarket5, 
Travel Agency6,
Transportation7",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid",,,"EMV® Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid",,,"1.85%
2.05%
2.05%",1.85,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid",,,0.68%,0.68,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid",,,1.35%,1.35,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid",,,0.83%,0.83,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,"EMV® Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,"1.85%
2.05%
2.05%",1.85,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,0.68%,0.68,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,1.35%,1.35,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Business Credit
Visa Business Deferred Debit",,,0.83%,0.83,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Business Credit - Small Market Expense,,,Standard,,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Business Credit - Small Market Expense,,,0.30%,0.3,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Platinum Business Credit
Visa Platinum Business Deferred Debit",,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Platinum Business Credit
Visa Platinum Business Deferred Debit",,,"2.10%
2.30%
2.30%",2.1,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Platinum Business Credit
Visa Platinum Business Deferred Debit",,,0.68%,0.68,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Platinum Business Credit
Visa Platinum Business Deferred Debit",,,1.35%,1.35,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Platinum Business Debit
Visa Platinum Business Prepaid
Visa Platinum Business Credit
Visa Platinum Business Deferred Debit",,,0.83%,0.83,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Infinite Business Debit
Visa Infinite Business Prepaid
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Infinite Business Debit
Visa Infinite Business Prepaid
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,"2.20%
2.40%
2.40%",2.2,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Infinite Business Debit
Visa Infinite Business Prepaid
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,0.68%,0.68,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Infinite Business Debit
Visa Infinite Business Prepaid
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,1.35%,1.35,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),"Visa Infinite Business Debit
Visa Infinite Business Prepaid
Visa Infinite Business Credit
Visa Infinite Business Deferred Debit",,,0.83%,0.83,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate10,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate10,,,"1.85%
2.05%
2.05%",1.85,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate10,,,0.68%,0.68,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate10,,,1.35%,1.35,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate10,,,0.83%,0.83,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate - Large Market Enterprise,,,Standard,,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Corporate - Large Market Enterprise,,,0.30%,0.3,,,,,,1.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,Fee Type,,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,General,,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,with VGIS,,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,with LID,,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Purchasing,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Purchasing,,,"1.85%8,9",1.85,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Visa Purchasing,,,"1.55% - €0.50
1.90% - €0.50
1.90% - €0.50",1.55,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),,,,"2.05%8,9",2.05,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,Petrol,,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Product,,,"Electric Vehicle 
Charging",,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 2 - Fuel Only,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 2 - Fuel Only,,,0.68% - 0.20%,0.68,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 2 - Fuel Only,,,1.85% - 0.20%,1.85,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),,,,2.05% - 0.20%,2.05,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 3 - Fuel and non-Fuel,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 3 - Fuel and non-Fuel,,,0.68% - 0.20%,0.68,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 3 - Fuel and non-Fuel,,,1.85% - 0.20%,1.85,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 3 - Non-Fuel,,,"EMV Chip (Incl. Contactless)
Electronic Commerce
Standard",,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 3 - Non-Fuel,,,0.68% - 0.20%,0.68,,,,,,2.0,table
DE,VISA,DOMESTIC,Auto (table),Level 3 - Non-Fuel,,,1.85% - 0.20%,1.85,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Consumer Credit,,Fee Tier,"Low Value Payments (1)
Base (2)",,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Consumer Credit,,General,"0.20%
0.30%",0.2,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Consumer Debit (3)
Mastercard Consumer Prepaid (3)",,Fee Tier,"Low Value Payments (1)
Base (2)",,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Consumer Debit (3)
Mastercard Consumer Prepaid (3)",,General,"0.10%
0.20%",0.1,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard Consumer (3),,Fee Tier,"Low Value Payments (1)
Base (2)",,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Debit Mastercard Consumer (3),,General,"0.10%
0.20%",0.1,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Maestro Consumer (3)
Maestro Consumer Prepaid (3)",,Fee Tier,"Low Value Payments (1)
Base (2)",,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Maestro Consumer (3)
Maestro Consumer Prepaid (3)",,General,"0.10%
0.20%",0.1,,,,,,1.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial  Credit,,Merchant Category,"Standard
Toll Roads
Retailers
Restaurants, Travel, and Expenditure
Airlines
Petrol",,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial  Credit,,Tier 1,"0.76% + EUR 0.03
0.57% + EUR 0.03
0.76% + EUR 0.03
0.76% + EUR 0.03
0.76% + EUR 0.03
0.65% + EUR 0.03",0.76,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial  Credit,,Tier 2,"0.53% + EUR 0.03
0.46% + EUR 0.03
0.49% + EUR 0.03
0.53% + EUR 0.03
0.51% + EUR 0.03
0.49% + EUR 0.03",0.53,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial  Credit,,Tier 3,"0.49% + EUR 0.03
0.23% + EUR 0.03
0.43% + EUR 0.03
0.49% + EUR 0.03
0.43% + EUR 0.03
0.43% + EUR 0.03",0.49,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial  Debit and Prepaid
Debit Mastercard, Maestro",,Merchant Category,"Standard
Toll Roads
Retailers
Restaurants, Travel, and Expenditure
Airlines
Petrol",,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial  Debit and Prepaid
Debit Mastercard, Maestro",,Tier 1,"EUR 0.35
EUR 0.06
EUR 0.35
EUR 0.35
EUR 0.35
EUR 0.27",,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial  Debit and Prepaid
Debit Mastercard, Maestro",,Tier 2,"EUR 0.22
EUR 0.04
EUR 0.21
EUR 0.21
EUR 0.21
EUR 0.21",,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial  Debit and Prepaid
Debit Mastercard, Maestro",,Tier 3,"EUR 0.20
EUR 0.04
EUR 0.20
EUR 0.20
EUR 0.20
EUR 0.18",,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial Credit Premium,,Merchant Category,General (all),,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial Credit Premium,,Tier 1,1.05%,1.05,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial Credit Premium,,Tier 2,0.85%,0.85,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Commercial Credit Premium,,Tier 3,0.75%,0.75,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial Debit Premium
Debit Mastercard Commercial Premium",,Merchant Category,"General (all)
General (all)",,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial Debit Premium
Debit Mastercard Commercial Premium",,Tier 1,0.75%,0.75,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial Debit Premium
Debit Mastercard Commercial Premium",,Tier 2,0.55%,0.55,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),"Mastercard Commercial Debit Premium
Debit Mastercard Commercial Premium",,Tier 3,0.50%,0.5,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Central Travel Solution,,Merchant Category,General (all),,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Central Travel Solution,,Tier 1,1.50%,1.5,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Central Travel Solution,,Tier 2,1.50%,1.5,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Auto (table),Mastercard Central Travel Solution,,Tier 3,1.50%,1.5,,,,,,2.0,table
ES,MASTERCARD,DOMESTIC,Commercial,Mastercard Commercial,,col_1,Credit Standard 0.76% + EUR 0.03 0.53% + EUR 0.03 0.49% + EUR 0.03,0.76,,,,,,,text
ES,MASTERCARD,DOMESTIC,Commercial,Mastercard Commercial,,col_1,Debit and Prepaid Standard EUR 0.35 EUR 0.22 EUR 0.20,,,,,,,,text
ES,MASTERCARD,DOMESTIC,Commercial,"Debit Mastercard, Maestro",,col_1,Toll Roads EUR 0.06 EUR 0.04 EUR 0.04,,,,,,,,text
ES,VISA,DOMESTIC,Auto (table),Product,,,Fee Type,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),Product,,,General,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,"Transaction value up to and including €20.00
Transactions value over €20.00",,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Consumer Debit
Visa Consumer Prepaid",,,"0.10%
0.20%
(Cap of €0.07)",0.1,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,"Transaction value up to and including €20.00
Transactions value over €20.00",,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Consumer Credit
Visa Consumer Deferred Debit",,,"0.20%
0.30%",0.2,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),Product,,,Sector,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),Product,,,Tier-11,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),Product,,,Tier-22,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),Product,,,Tier-33,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid
Visa Corporate Prepaid",,,Standard4,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid
Visa Corporate Prepaid",,,€ 0.32,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid
Visa Corporate Prepaid",,,€ 0.19,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),"Visa Business Debit
Visa Business Prepaid
Visa Corporate Prepaid",,,€ 0.17,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,Low Value5,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,0.72%,0.72,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,0.50%,0.5,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,0.43%,0.43,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,Petrol Station6,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.24,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.18,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.15,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,Retailer - Food7,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.23,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.17,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,Toll Road8,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.03,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,€ 0.01,,,,,,,1.0,table
ES,VISA,DOMESTIC,Auto (table),,,,Charity9,,,,,,,1.0,table
